?ºÏûê,Í≥?Î™?,?úÏö∏,Î∂Ä???ÄÍµ??∏Ï≤ú,Í¥ëÏ£º,?Ä???∏ÏÇ∞,?∏Ï¢Ö,Í≤ΩÍ∏∞,Í∞ïÏõê,Ï∂©Î∂Å,Ï∂©ÎÇ®,?ÑÎ∂Å,?ÑÎÇ®,Í≤ΩÎ∂Å,Í≤ΩÎÇ®,?úÏ£º,Í≤Ä???ÑÏ†Å(Î™?,"30,605,187","5,942,573","1,822,869","1,338,562","1,777,328","891,280","891,766","656,135","242,400","8,270,720","899,658","959,584","1,238,468","1,026,509","1,001,462","1,403,139","1,837,675","387,441","17,618"
4/5/2021,473,152,48,22,22,0,13,1,4,111,14,7,14,16,5,20,12,2,10,,,,,,,,,,,,,,,,
4/6/2021,477,147,34,16,27,6,22,4,0,107,15,12,6,29,15,25,7,0,5,,,,,,,,,,,,,,,,
4/7/2021,668,198,38,16,48,2,61,26,1,175,16,17,12,10,7,9,25,3,4,,,,,,,,,,,,,,,,
4/8/2021,700,244,52,10,25,0,25,13,7,230,7,8,20,24,1,11,11,5,7,,,,,,,,,,,,,,,,
4/9/2021,671,215,53,18,45,5,26,9,5,203,3,7,18,22,11,7,15,2,7,,,,,,,,,,,,,,,,
4/10/2021,677,201,56,5,24,1,13,25,4,202,6,12,15,23,7,26,46,7,4,,,,,,,,,,,,,,,,
4/11/2021,614,214,45,6,17,0,7,11,1,186,5,10,22,40,6,13,16,7,8,,,,,,,,,,,,,,,,
4/12/2021,587,162,47,16,12,4,17,34,5,176,6,20,18,24,3,15,17,3,8,,,,,,,,,,,,,,,,
4/13/2021,542,158,39,9,16,9,13,32,2,168,13,8,14,25,6,10,15,0,5,,,,,,,,,,,,,,,,
4/14/2021,731,247,49,11,26,5,11,30,2,238,6,29,10,11,1,14,27,2,12,,,,,,,,,,,,,,,,
4/15/2021,698,217,54,18,17,4,10,21,3,224,18,20,4,16,11,19,24,3,15,,,,,,,,,,,,,,,,
4/16/2021,673,216,44,4,12,11,6,24,3,221,7,9,13,15,6,24,44,3,11,,,,,,,,,,,,,,,,
4/17/2021,658,217,35,12,23,4,4,26,0,209,12,12,7,16,6,29,38,1,7,,,,,,,,,,,,,,,,
4/18/2021,671,204,31,13,19,13,5,21,2,184,19,10,22,21,2,28,67,1,9,,,,,,,,,,,,,,,,
4/19/2021,532,137,26,24,11,11,21,28,1,146,21,10,13,16,3,19,35,2,8,,,,,,,,,,,,,,,,
4/20/2021,549,148,29,15,18,4,8,21,1,189,18,14,16,3,4,21,29,1,10,,,,,,,,,,,,,,,,
4/21/2021,731,218,33,25,15,17,17,39,1,234,15,20,8,8,4,16,41,7,13,,,,,,,,,,,,,,,,
4/22/2021,735,230,37,24,14,9,13,32,1,222,24,19,6,6,8,23,58,4,5,,,,,,,,,,,,,,,,
4/23/2021,797,204,33,12,10,16,2,38,3,298,15,30,10,9,6,22,63,3,23,,,,,,,,,,,,,,,,
4/24/2021,785,253,44,4,18,15,10,50,1,244,9,15,14,9,1,32,52,3,11,,,,,,,,,,,,,,,,
4/25/2021,644,175,43,14,15,8,6,43,0,191,10,15,6,7,9,24,45,3,30,,,,,,,,,,,,,,,,
4/26/2021,499,154,25,7,14,15,4,13,1,150,12,16,7,6,0,25,29,1,20,,,,,,,,,,,,,,,,
4/27/2021,512,116,30,12,14,6,8,18,2,195,2,10,14,5,2,22,28,5,23,,,,,,,,,,,,,,,,
4/28/2021,769,257,33,29,20,12,10,33,2,194,11,22,38,13,5,25,55,3,7,,,,,,,,,,,,,,,,
4/29/2021,679,227,40,19,25,8,4,46,0,182,13,10,16,9,2,28,38,1,11,,,,,,,,,,,,,,,,
4/30/2021,661,227,32,14,14,4,31,61,1,151,4,12,12,21,5,29,37,1,5,,,,,,,,,,,,,,,,
5/1/2021,626,195,29,12,13,4,13,52,4,189,4,5,17,10,2,12,43,7,15,,,,,,,,,,,,,,,,
5/2/2021,606,182,33,10,17,15,9,52,1,145,4,11,16,12,1,30,61,1,6,,,,,,,,,,,,,,,,
5/3/2021,488,127,16,12,15,5,5,21,4,130,10,9,10,12,24,32,44,1,11,,,,,,,,,,,,,,,,
5/4/2021,541,184,16,10,13,4,13,29,6,124,22,7,19,12,9,22,36,8,7,,,,,,,,,,,,,,,,
5/5/2021,676,238,23,6,16,8,18,22,0,168,48,11,10,6,12,38,27,13,12,,,,,,,,,,,,,,,,
5/6/2021,574,212,28,7,19,8,18,38,1,142,12,6,15,5,10,22,17,6,8,,,,,,,,,,,,,,,,
5/7/2021,525,179,21,9,14,21,7,35,0,139,8,5,9,6,12,12,32,12,4,,,,,,,,,,,,,,,,
5/8/2021,701,242,27,13,22,5,9,48,5,194,27,9,3,5,12,21,37,5,17,,,,,,,,,,,,,,,,
5/9/2021,564,195,10,6,11,6,2,28,1,149,7,9,10,8,24,19,30,18,31,,,,,,,,,,,,,,,,
5/10/2021,463,141,20,4,13,9,4,24,7,137,5,4,15,9,9,19,16,14,13,,,,,,,,,,,,,,,,
5/11/2021,510,163,14,8,21,24,7,19,0,137,12,4,18,12,10,15,10,24,12,,,,,,,,,,,,,,,,
5/12/2021,634,222,10,6,20,22,8,31,1,187,17,12,10,22,17,7,16,13,13,,,,,,,,,,,,,,,,
5/13/2021,715,227,20,5,17,23,18,31,2,226,17,10,19,10,12,23,32,9,14,,,,,,,,,,,,,,,,
5/14/2021,747,231,24,9,34,11,31,26,7,173,25,4,22,14,50,35,32,10,9,,,,,,,,,,,,,,,,
5/15/2021,681,254,42,5,16,11,10,22,3,170,12,5,12,11,26,19,40,14,9,,,,,,,,,,,,,,,,
5/16/2021,610,213,31,6,15,14,4,11,0,161,5,20,18,14,13,11,45,9,20,,,,,,,,,,,,,,,,
5/17/2021,619,195,12,19,14,27,2,16,0,150,35,23,16,9,20,27,30,15,9,,,,,,,,,,,,,,,,
5/18/2021,528,172,13,23,16,11,12,6,4,137,25,13,15,7,12,23,16,11,12,,,,,,,,,,,,,,,,
5/19/2021,654,249,27,23,23,4,10,27,3,164,16,21,17,9,10,24,16,4,7,,,,,,,,,,,,,,,,
5/20/2021,646,242,17,9,13,15,8,25,9,187,8,13,19,7,7,33,12,6,16,,,,,,,,,,,,,,,,
5/21/2021,561,172,15,19,12,13,15,13,1,164,7,12,41,16,17,11,18,5,10,,,,,,,,,,,,,,,,
5/22/2021,666,208,28,56,15,15,5,29,0,165,29,6,17,12,16,16,21,7,21,,,,,,,,,,,,,,,,
5/23/2021,585,181,15,57,12,9,12,24,1,151,19,9,24,14,10,12,17,8,10,,,,,,,,,,,,,,,,
5/24/2021,530,139,15,48,18,16,11,12,14,122,20,7,31,4,14,12,17,19,11,,,,,,,,,,,,,,,,
5/25/2021,516,138,16,29,11,21,15,7,14,136,21,9,22,5,7,12,14,17,22,,,,,,,,,,,,,,,,
5/26/2021,705,261,22,30,19,21,17,15,9,189,25,13,19,6,11,9,20,6,13,,,,,,,,,,,,,,,,
5/27/2021,629,218,18,27,30,15,23,6,8,170,7,9,17,6,16,12,18,26,3,,,,,,,,,,,,,,,,
5/28/2021,587,214,13,24,26,8,18,12,8,149,16,14,21,4,7,14,21,7,11,,,,,,,,,,,,,,,,
5/29/2021,533,194,14,22,18,9,11,8,1,139,10,22,12,6,5,13,20,13,16,,,,,,,,,,,,,,,,
5/30/2021,480,160,13,20,18,9,7,7,6,160,17,6,7,7,9,9,10,8,7,,,,,,,,,,,,,,,,
5/31/2021,430,130,17,31,12,13,6,3,3,130,11,7,4,9,6,18,16,7,7,,,,,,,,,,,,,,,,
6/1/2021,459,147,28,42,17,5,19,2,3,116,13,11,12,6,5,9,8,12,4,,,,,,,,,,,,,,,,
6/2/2021,677,258,21,39,20,5,23,14,3,192,14,5,7,10,10,12,21,14,9,,,,,,,,,,,,,,,,
6/3/2021,681,215,32,74,22,4,15,8,1,211,17,5,13,12,3,11,23,12,3,,,,,,,,,,,,,,,,
6/4/2021,695,206,14,65,10,7,18,15,3,209,18,22,9,3,12,11,44,21,8,,,,,,,,,,,,,,,,
6/5/2021,744,277,17,41,16,9,31,5,4,211,14,24,10,14,14,10,20,22,5,,,,,,,,,,,,,,,,
6/6/2021,556,179,21,46,23,2,18,7,0,160,10,17,13,0,9,10,17,19,5,,,,,,,,,,,,,,,,
6/7/2021,485,159,12,26,15,4,20,10,0,151,2,11,9,3,3,9,28,13,10,,,,,,,,,,,,,,,,
6/8/2021,454,139,15,33,13,1,22,3,0,130,5,6,4,4,8,7,48,8,8,,,,,,,,,,,,,,,,
6/9/2021,602,183,16,44,23,7,25,6,3,161,30,23,5,6,6,13,39,7,5,,,,,,,,,,,,,,,,
6/10/2021,610,212,15,30,22,4,22,7,3,180,16,24,7,2,4,11,33,10,8,,,,,,,,,,,,,,,,
6/11/2021,556,204,28,24,18,1,15,15,2,173,11,16,5,4,5,6,20,5,4,,,,,,,,,,,,,,,,
6/12/2021,565,208,26,23,20,7,22,6,1,174,11,12,5,2,4,5,25,5,9,,,,,,,,,,,,,,,,
6/13/2021,452,176,13,15,15,3,11,2,1,149,10,6,10,1,3,7,8,5,17,,,,,,,,,,,,,,,,
6/14/2021,399,122,17,20,14,4,10,0,1,122,11,23,7,2,4,4,13,9,16,,,,,,,,,,,,,,,,
6/15/2021,373,131,9,16,12,4,15,4,8,120,3,14,7,4,3,5,3,6,9,,,,,,,,,,,,,,,,
6/16/2021,545,201,16,16,12,1,29,7,4,190,7,17,8,2,8,3,7,9,8,,,,,,,,,,,,,,,,
6/17/2021,540,201,17,7,17,6,18,22,2,183,7,18,5,7,6,3,5,8,8,,,,,,,,,,,,,,,,
6/18/2021,507,200,10,11,22,2,13,11,1,153,9,19,7,4,4,11,14,6,10,,,,,,,,,,,,,,,,
6/19/2021,482,197,18,13,22,4,5,5,2,145,5,10,12,5,5,4,11,7,12,,,,,,,,,,,,,,,,
6/20/2021,429,165,21,16,22,3,8,5,3,113,13,6,10,3,3,6,11,2,19,,,,,,,,,,,,,,,,
6/21/2021,357,134,14,18,9,2,15,0,2,91,9,3,11,3,10,8,13,3,12,,,,,,,,,,,,,,,,
6/22/2021,394,131,6,3,18,2,31,5,6,92,10,16,12,2,8,11,11,1,29,,,,,,,,,,,,,,,,
6/23/2021,645,236,16,7,28,4,58,5,8,191,17,10,9,2,2,21,18,0,13,,,,,,,,,,,,,,,,
6/24/2021,610,252,20,3,15,1,15,13,1,185,5,6,7,6,6,29,23,4,19,,,,,,,,,,,,,,,,
6/25/2021,634,269,27,5,29,5,9,16,2,183,13,10,4,2,18,7,17,5,13,,,,,,,,,,,,,,,,
6/26/2021,668,263,31,13,12,8,13,22,2,188,35,5,7,5,3,9,12,9,31,,,,,,,,,,,,,,,,
6/27/2021,614,242,12,8,25,12,15,6,8,173,19,4,24,6,6,4,14,2,34,,,,,,,,,,,,,,,,
6/28/2021,501,185,38,5,31,7,7,8,0,162,17,5,8,2,2,1,10,2,11,,,,,,,,,,,,,,,,
6/29/2021,595,205,9,8,17,2,25,13,3,230,8,10,11,7,4,6,15,6,16,,,,,,,,,,,,,,,,
6/30/2021,794,375,14,11,30,6,26,4,3,240,15,5,8,10,7,4,17,2,17,,,,,,,,,,,,,,,,
7/1/2021,761,333,18,7,36,7,16,2,5,249,10,4,15,7,5,5,10,1,31,,,,,,,,,,,,,,,,
7/2/2021,825,346,29,9,22,2,25,11,2,264,14,7,27,7,4,7,13,3,33,,,,,,,,,,,,,,,,
7/3/2021,794,359,39,8,16,3,28,1,3,252,11,6,16,4,7,4,10,4,23,,,,,,,,,,,,,,,,
7/4/2021,743,289,28,3,33,3,32,13,4,231,19,2,7,3,0,9,15,2,50,,,,,,,,,,,,,,,,
7/5/2021,711,307,25,6,22,7,19,1,4,220,7,3,12,6,6,13,22,6,25,,,,,,,,,,,,,,,,
7/6/2021,746,320,29,8,23,4,26,3,5,229,9,2,13,6,4,11,19,5,30,,,,,,,,,,,,,,,,
7/7/2021,"1,211",582,34,13,57,11,30,1,5,367,12,5,16,8,10,6,15,19,20,,,,,,,,,,,,,,,,
7/8/2021,"1,275",550,55,15,64,2,13,9,5,392,16,8,78,3,9,4,10,17,25,,,,,,,,,,,,,,,,
7/9/2021,"1,316",503,58,19,82,4,29,16,1,405,24,14,52,8,5,9,17,31,39,,,,,,,,,,,,,,,,
7/10/2021,"1,378",509,61,14,84,21,48,30,0,451,16,19,29,14,2,13,36,10,21,,,,,,,,,,,,,,,,
7/11/2021,"1,324",509,56,23,66,23,32,22,3,407,20,8,32,2,6,12,67,24,12,,,,,,,,,,,,,,,,
7/12/2021,"1,100",403,44,37,56,14,25,8,6,327,18,14,45,4,19,13,40,7,20,,,,,,,,,,,,,,,,
7/13/2021,"1,150",417,50,38,71,9,31,7,8,318,19,8,36,18,13,8,51,19,29,,,,,,,,,,,,,,,,
7/14/2021,"1,613",637,63,52,96,15,41,11,6,464,16,10,36,9,6,22,89,21,19,,,,,,,,,,,,,,,,
7/15/2021,"1,599",519,65,51,90,21,60,19,2,496,25,12,51,24,26,13,88,9,28,,,,,,,,,,,,,,,,
7/16/2021,"1,535",569,50,32,97,23,49,14,7,456,28,14,39,13,8,12,80,10,34,,,,,,,,,,,,,,,,
7/17/2021,"1,449",559,62,29,81,12,33,11,2,393,45,11,52,8,8,16,89,14,24,,,,,,,,,,,,,,,,
7/18/2021,"1,453",522,70,42,83,23,45,12,5,373,52,29,40,5,11,15,99,11,16,,,,,,,,,,,,,,,,
7/19/2021,"1,251",419,65,33,67,14,83,14,8,340,27,4,33,10,16,19,74,11,14,,,,,,,,,,,,,,,,
7/20/2021,"1,278",394,49,30,71,25,73,9,13,383,42,44,30,15,9,19,57,8,7,,,,,,,,,,,,,,,,
7/21/2021,"1,781",604,102,35,128,23,73,18,6,465,54,15,49,19,21,25,89,34,21,,,,,,,,,,,,,,,,
7/22/2021,"1,841",499,104,38,130,11,81,25,10,373,47,28,39,4,18,29,91,24,290,,,,,,,,,,,,,,,,
7/23/2021,"1,629",519,116,60,97,9,67,22,8,415,62,35,28,10,23,16,93,29,20,,,,,,,,,,,,,,,,
7/24/2021,"1,627",465,116,52,84,9,68,19,6,464,46,31,39,42,20,21,111,15,19,,,,,,,,,,,,,,,,
7/25/2021,"1,487",489,108,69,88,13,54,9,9,320,25,41,47,7,16,28,119,14,31,,,,,,,,,,,,,,,,
7/26/2021,"1,318",341,89,60,71,18,71,3,5,350,29,31,65,24,28,22,78,12,21,,,,,,,,,,,,,,,,
7/27/2021,"1,363",351,66,69,65,23,71,5,6,373,61,13,38,32,15,25,88,17,45,,,,,,,,,,,,,,,,
7/28/2021,"1,895",573,102,55,102,27,75,18,11,556,74,40,31,23,20,33,98,23,34,,,,,,,,,,,,,,,,
7/29/2021,"1,673",514,82,56,96,39,69,14,5,469,47,30,47,31,20,22,90,24,18,,,,,,,,,,,,,,,,
7/30/2021,"1,710",488,78,62,119,25,85,18,4,524,20,37,37,23,19,37,99,18,17,,,,,,,,,,,,,,,,
7/31/2021,"1,538",475,72,46,96,22,86,17,12,395,39,19,63,14,13,19,99,26,25,,,,,,,,,,,,,,,,
8/1/2021,"1,442",473,58,23,89,14,69,20,9,406,44,17,46,14,9,28,84,20,19,,,,,,,,,,,,,,,,
8/2/2021,"1,218",364,72,26,62,17,64,13,3,337,25,26,38,13,6,31,84,12,25,,,,,,,,,,,,,,,,
8/3/2021,"1,200",311,69,37,48,18,78,8,7,360,25,39,51,16,4,25,72,21,11,,,,,,,,,,,,,,,,
8/4/2021,"1,725",486,111,75,83,16,59,15,8,487,22,45,55,33,15,48,114,23,30,,,,,,,,,,,,,,,,
8/5/2021,"1,775",466,112,121,90,17,70,13,15,486,31,45,71,19,20,60,82,24,33,,,,,,,,,,,,,,,,
8/6/2021,"1,704",464,107,84,103,14,50,24,20,462,26,41,53,34,24,56,98,16,28,,,,,,,,,,,,,,,,
8/7/2021,"1,823",503,146,68,90,18,57,21,18,514,33,43,54,20,20,49,131,13,25,,,,,,,,,,,,,,,,
8/8/2021,"1,727",450,147,63,75,32,33,58,7,461,25,55,86,20,20,56,118,5,16,,,,,,,,,,,,,,,,
8/9/2021,"1,491",415,123,86,65,19,42,25,1,408,24,38,68,21,14,30,88,11,13,,,,,,,,,,,,,,,,
8/10/2021,"1,537",359,105,80,66,15,51,51,4,420,22,47,66,31,26,59,110,12,13,,,,,,,,,,,,,,,,
8/11/2021,"2,221",660,126,66,111,20,43,48,8,666,19,56,86,31,18,67,141,28,27,,,,,,,,,,,,,,,,
8/12/2021,"1,987",526,132,39,114,20,51,54,11,575,42,75,85,24,27,63,110,23,16,,,,,,,,,,,,,,,,
8/13/2021,"1,989",524,180,57,97,15,58,39,7,540,33,52,72,27,18,82,125,44,19,,,,,,,,,,,,,,,,
8/14/2021,"1,928",513,153,82,79,17,42,26,10,573,39,45,64,21,28,54,103,55,24,,,,,,,,,,,,,,,,
8/15/2021,"1,816",488,156,57,100,29,44,29,5,510,31,44,62,12,18,76,93,38,24,,,,,,,,,,,,,,,,
8/16/2021,"1,554",363,127,45,110,29,31,31,3,396,41,37,43,14,27,75,86,65,31,,,,,,,,,,,,,,,,
8/17/2021,"1,372",365,66,46,78,18,33,22,3,385,26,43,42,25,25,38,106,37,14,,,,,,,,,,,,,,,,
8/18/2021,"1,803",509,124,61,92,31,34,32,6,515,40,33,70,20,34,37,105,46,14,,,,,,,,,,,,,,,,
8/19/2021,"2,152",575,138,52,153,22,49,68,13,649,29,59,83,39,17,47,109,37,13,,,,,,,,,,,,,,,,
8/20/2021,"2,049",554,132,39,120,22,58,30,13,644,28,44,76,40,23,67,90,56,13,,,,,,,,,,,,,,,,
8/21/2021,"1,876",525,86,34,92,27,28,27,2,598,40,41,75,24,15,111,79,52,20,,,,,,,,,,,,,,,,
8/22/2021,"1,626",497,113,51,66,22,23,36,1,524,15,46,51,21,9,50,57,35,9,,,,,,,,,,,,,,,,
8/23/2021,"1,417",388,63,57,78,33,30,37,11,396,26,43,68,36,10,35,54,32,20,,,,,,,,,,,,,,,,
8/24/2021,"1,507",436,61,73,63,12,63,26,7,474,17,30,60,34,9,31,69,30,12,,,,,,,,,,,,,,,,
8/25/2021,"2,154",677,86,101,119,23,64,38,16,587,46,59,76,40,8,71,104,27,12,,,,,,,,,,,,,,,,
8/26/2021,"1,882",570,78,95,102,29,50,40,10,514,26,38,92,45,8,64,68,30,23,,,,,,,,,,,,,,,,
8/27/2021,"1,837",556,68,90,97,14,57,20,9,548,57,33,60,41,16,65,73,23,10,,,,,,,,,,,,,,,,
8/28/2021,"1,791",569,76,76,95,20,46,22,12,542,41,45,63,26,26,47,53,21,11,,,,,,,,,,,,,,,,
8/29/2021,"1,619",517,64,57,93,22,18,36,2,480,35,30,77,28,28,54,53,13,12,,,,,,,,,,,,,,,,
8/30/2021,"1,485",442,57,85,64,30,29,36,8,408,29,38,60,26,29,41,62,12,29,,,,,,,,,,,,,,,,
8/31/2021,"1,369",456,44,51,73,19,34,24,8,432,30,15,38,26,14,27,56,9,13,,,,,,,,,,,,,,,,
9/1/2021,"2,024",665,69,55,123,37,30,71,10,639,35,49,86,26,17,44,53,10,5,,,,,,,,,,,,,,,,
9/2/2021,"1,959",558,71,66,123,42,61,42,7,697,27,27,95,18,13,42,54,11,5,,,,,,,,,,,,,,,,
9/3/2021,"1,708",542,58,52,118,43,46,35,4,520,18,30,81,28,15,46,51,10,11,,,,,,,,,,,,,,,,
9/4/2021,"1,803",565,51,42,98,26,50,47,8,580,45,30,99,26,30,40,52,8,6,,,,,,,,,,,,,,,,
9/5/2021,"1,490",508,39,20,100,39,38,41,3,448,24,17,73,14,16,42,52,7,9,,,,,,,,,,,,,,,,
9/6/2021,"1,375",464,52,43,83,28,30,39,4,400,25,24,62,7,4,38,57,9,6,,,,,,,,,,,,,,,,
9/7/2021,"1,597",482,35,38,87,34,34,47,5,481,22,36,85,30,35,45,87,5,9,,,,,,,,,,,,,,,,
9/8/2021,"2,048",671,31,61,120,43,39,49,8,703,33,39,84,32,22,25,70,9,9,,,,,,,,,,,,,,,,
9/9/2021,"2,049",667,35,50,108,22,38,70,6,643,33,33,152,26,22,33,77,23,11,,,,,,,,,,,,,,,,
9/10/2021,"1,892",670,38,44,120,25,48,41,5,613,33,32,79,25,21,28,45,17,8,,,,,,,,,,,,,,,,
9/11/2021,"1,864",659,35,45,132,21,65,31,9,572,34,30,92,17,25,34,38,6,19,,,,,,,,,,,,,,,,
9/12/2021,"1,755",658,43,62,148,27,45,34,4,488,19,45,79,14,11,20,46,4,8,,,,,,,,,,,,,,,,
9/13/2021,"1,433",556,35,31,151,14,39,17,4,402,14,35,58,10,5,25,23,4,10,,,,,,,,,,,,,,,,
9/14/2021,"1,495",539,38,27,124,35,41,35,21,461,21,21,59,17,1,15,22,12,6,,,,,,,,,,,,,,,,
9/15/2021,"2,077",808,43,27,164,38,37,31,8,688,29,37,85,16,5,22,28,6,5,,,,,,,,,,,,,,,,
9/16/2021,"1,942",718,58,47,137,13,36,31,7,656,36,41,50,20,8,33,33,11,7,,,,,,,,,,,,,,,,
9/17/2021,"2,007",746,52,38,140,21,43,17,12,659,39,37,56,36,13,38,35,9,16,,,,,,,,,,,,,,,,
9/18/2021,"2,087",703,52,71,147,27,44,34,12,674,48,41,73,73,7,24,43,3,11,,,,,,,,,,,,,,,,
9/19/2021,"1,909",742,46,47,183,22,48,30,8,547,46,35,47,20,12,41,22,6,7,,,,,,,,,,,,,,,,
9/20/2021,"1,603",583,47,35,96,35,49,15,9,506,28,36,34,38,6,37,32,10,7,,,,,,,,,,,,,,,,
9/21/2021,"1,729",676,45,46,133,40,44,16,4,502,39,27,45,31,7,27,26,7,14,,,,,,,,,,,,,,,,
9/22/2021,"1,720",644,38,41,148,40,16,20,4,529,33,27,62,27,23,28,29,5,6,,,,,,,,,,,,,,,,
9/23/2021,"1,715",645,24,53,107,36,43,23,10,548,31,25,54,40,15,21,28,9,3,,,,,,,,,,,,,,,,
9/24/2021,"2,429",904,30,128,140,42,71,30,14,708,43,60,75,62,17,46,38,14,7,,,,,,,,,,,,,,,,
9/25/2021,"3,268","1,220",51,118,201,30,80,26,10,"1,101",57,60,93,65,28,58,47,15,8,,,,,,,,,,,,,,,,
9/26/2021,"2,768",927,46,143,173,40,53,27,8,931,47,51,75,48,25,85,73,7,9,,,,,,,,,,,,,,,,
9/27/2021,"2,381",777,43,115,145,28,51,20,14,755,40,63,78,43,16,71,101,9,12,,,,,,,,,,,,,,,,
9/28/2021,"2,287",840,29,126,123,28,54,17,4,721,26,59,48,42,18,75,67,7,3,,,,,,,,,,,,,,,,
9/29/2021,"2,881","1,051",52,109,154,28,29,27,10,990,20,84,77,41,23,88,84,5,9,,,,,,,,,,,,,,,,
9/30/2021,"2,561",944,49,73,148,32,36,27,14,883,32,61,60,35,24,52,67,15,9,,,,,,,,,,,,,,,,
10/1/2021,"2,483",913,46,85,159,28,38,24,8,825,52,39,60,32,29,60,69,9,7,,,,,,,,,,,,,,,,
10/2/2021,"2,247",792,42,80,116,25,35,19,11,759,33,60,51,23,22,56,108,8,7,,,,,,,,,,,,,,,,
10/3/2021,"2,084",734,33,58,128,22,41,18,7,678,50,44,44,29,25,97,65,5,6,,,,,,,,,,,,,,,,
10/4/2021,"1,670",572,37,68,120,13,38,5,3,534,37,44,42,21,13,60,47,7,9,,,,,,,,,,,,,,,,
10/5/2021,"1,574",521,47,50,106,15,39,12,10,496,24,44,34,23,13,57,70,5,8,,,,,,,,,,,,,,,,
10/6/2021,"2,027",690,38,64,133,16,31,4,5,685,31,38,69,20,13,55,120,4,11,,,,,,,,,,,,,,,,
10/7/2021,"2,425",836,49,46,200,13,30,14,11,856,29,74,52,24,18,55,96,9,13,,,,,,,,,,,,,,,,
10/8/2021,"2,171",772,34,45,128,25,31,16,10,759,33,64,60,22,17,77,55,9,14,,,,,,,,,,,,,,,,
10/9/2021,"1,953",712,30,50,131,18,30,13,4,638,28,64,58,19,14,39,73,26,6,,,,,,,,,,,,,,,,
10/10/2021,"1,594",583,31,48,95,23,10,9,4,550,18,75,31,10,5,45,39,7,11,,,,,,,,,,,,,,,,
10/11/2021,"1,297",511,49,45,72,14,22,11,3,359,17,60,25,20,11,30,34,8,6,,,,,,,,,,,,,,,,
10/12/2021,"1,346",482,25,50,81,7,23,17,6,411,28,68,57,23,17,24,17,7,3,,,,,,,,,,,,,,,,
10/13/2021,"1,582",581,40,66,86,14,21,7,3,509,17,88,34,13,16,41,30,11,5,,,,,,,,,,,,,,,,
10/14/2021,"1,938",746,47,46,142,10,6,6,3,690,22,48,47,16,19,45,35,9,1,,,,,,,,,,,,,,,,
10/15/2021,"1,683",681,32,38,96,6,12,8,3,611,21,47,33,11,24,34,13,10,3,,,,,,,,,,,,,,,,
10/16/2021,"1,616",584,22,47,103,6,9,7,1,587,19,69,39,16,24,52,17,7,7,,,,,,,,,,,,,,,,
10/17/2021,"1,420",506,36,40,109,9,8,4,0,491,24,41,44,15,22,28,30,5,8,,,,,,,,,,,,,,,,
10/18/2021,"1,049",355,35,45,85,4,5,3,2,364,8,30,33,18,9,18,29,6,0,,,,,,,,,,,,,,,,
10/19/2021,"1,073",298,39,35,93,3,15,0,0,401,7,42,40,14,14,42,20,5,5,,,,,,,,,,,,,,,,
10/20/2021,"1,571",504,35,36,109,12,9,7,3,588,27,69,43,9,9,75,33,3,0,,,,,,,,,,,,,,,,
10/21/2021,"1,441",506,29,26,105,15,8,1,8,526,31,57,44,10,12,35,20,6,2,,,,,,,,,,,,,,,,
10/22/2021,"1,437",519,44,21,121,3,5,3,1,516,18,41,27,16,15,45,34,6,2,,,,,,,,,,,,,,,,
10/23/2021,"1,508",551,40,21,106,9,8,6,2,518,20,47,42,19,5,35,72,3,4,,,,,,,,,,,,,,,,
10/24/2021,"1,422",519,32,31,103,4,8,3,0,521,13,39,64,10,9,24,27,8,7,,,,,,,,,,,,,,,,
10/25/2021,"1,190",455,24,32,96,3,4,4,0,401,20,42,27,24,5,16,18,11,8,,,,,,,,,,,,,,,,
10/26/2021,"1,265",427,33,61,74,5,13,9,6,431,25,31,40,41,6,20,29,6,8,,,,,,,,,,,,,,,,
10/27/2021,"1,952",729,43,39,125,9,15,8,1,740,19,29,59,30,6,42,45,7,6,,,,,,,,,,,,,,,,
10/28/2021,"2,110",788,52,106,137,7,6,6,2,707,22,54,82,41,12,41,35,4,8,,,,,,,,,,,,,,,,
10/29/2021,"2,122",769,43,117,132,5,9,4,1,761,21,35,68,56,13,42,34,4,8,,,,,,,,,,,,,,,,
10/30/2021,"2,102",705,45,90,123,16,7,3,4,718,25,46,56,26,12,40,173,9,4,,,,,,,,,,,,,,,,
10/31/2021,"2,061",760,58,57,157,23,11,5,4,701,23,27,62,21,30,56,61,1,4,,,,,,,,,,,,,,,,
11/1/2021,"1,684",646,55,57,127,5,9,12,2,564,13,21,47,24,18,27,50,2,5,,,,,,,,,,,,,,,,
11/2/2021,"1,589",600,28,42,113,17,28,7,5,501,29,24,69,14,34,21,54,2,1,,,,,,,,,,,,,,,,
11/3/2021,"2,665","1,002",80,66,183,12,19,7,1,899,29,48,91,43,21,31,108,17,8,,,,,,,,,,,,,,,,
11/4/2021,"2,482",946,59,66,171,14,17,4,0,873,39,47,88,38,17,39,36,17,11,,,,,,,,,,,,,,,,
11/5/2021,"2,342",979,56,43,152,12,24,5,2,742,22,35,110,16,15,84,33,7,5,,,,,,,,,,,,,,,,
11/6/2021,"2,246",915,59,38,144,18,21,12,2,692,42,43,65,35,40,35,73,4,8,,,,,,,,,,,,,,,,
11/7/2021,"2,224",848,40,55,161,20,23,1,2,703,42,54,66,22,31,94,46,14,2,,,,,,,,,,,,,,,,
